id,country,state,city,station,last_update,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollutant_unit
2290,India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",17-07-2023 10:00:00,PM10,40,125,88,NA
2297,India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",17-07-2023 10:00:00,PM10,29,175,121,NA
2289,India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",17-07-2023 10:00:00,PM2.5,18,95,59,NA
2296,India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",17-07-2023 10:00:00,PM2.5,20,74,49,NA
2291,India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",17-07-2023 10:00:00,NO2,10,49,26,NA
2298,India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",17-07-2023 10:00:00,NO2,25,57,38,NA
2292,India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",17-07-2023 10:00:00,NH3,NA,NA,NA,NA
2299,India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",17-07-2023 10:00:00,NH3,4,5,4,NA
2293,India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",17-07-2023 10:00:00,SO2,5,12,9,NA
2300,India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",17-07-2023 10:00:00,SO2,9,13,11,NA
2294,India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",17-07-2023 10:00:00,CO,16,117,57,NA
2301,India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",17-07-2023 10:00:00,CO,56,88,69,NA
2295,India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",17-07-2023 10:00:00,OZONE,11,208,18,NA
2302,India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",17-07-2023 10:00:00,OZONE,1,158,12,NA
429,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",17-07-2023 10:00:00,PM10,NA,NA,NA,NA
434,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",17-07-2023 10:00:00,PM10,NA,NA,NA,NA
439,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",17-07-2023 10:00:00,PM10,NA,NA,NA,NA
444,India,Delhi,Delhi,"DTU, Delhi - CPCB",17-07-2023 10:00:00,PM10,43,114,79,NA
451,India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",17-07-2023 10:00:00,PM10,29,138,66,NA
456,India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",17-07-2023 10:00:00,PM10,19,64,45,NA
463,India,Delhi,Delhi,"ITO, Delhi - CPCB",17-07-2023 10:00:00,PM10,31,109,66,NA
470,India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",17-07-2023 10:00:00,PM10,1,101,45,NA
475,India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",17-07-2023 10:00:00,PM10,56,111,87,NA
482,India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",17-07-2023 10:00:00,PM10,27,128,77,NA
487,India,Delhi,Delhi,"Shadipur, Delhi - CPCB",17-07-2023 10:00:00,PM10,34,99,73,NA
494,India,Delhi,Delhi,"Sirifort, Delhi - CPCB",17-07-2023 10:00:00,PM10,34,87,55,NA
428,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",17-07-2023 10:00:00,PM2.5,NA,NA,NA,NA
433,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",17-07-2023 10:00:00,PM2.5,NA,NA,NA,NA
438,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",17-07-2023 10:00:00,PM2.5,NA,NA,NA,NA
443,India,Delhi,Delhi,"DTU, Delhi - CPCB",17-07-2023 10:00:00,PM2.5,41,82,60,NA
450,India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",17-07-2023 10:00:00,PM2.5,14,56,34,NA
455,India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",17-07-2023 10:00:00,PM2.5,26,67,49,NA
462,India,Delhi,Delhi,"ITO, Delhi - CPCB",17-07-2023 10:00:00,PM2.5,33,79,57,NA
469,India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",17-07-2023 10:00:00,PM2.5,NA,NA,NA,NA
474,India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",17-07-2023 10:00:00,PM2.5,38,122,67,NA
481,India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",17-07-2023 10:00:00,PM2.5,25,92,54,NA
486,India,Delhi,Delhi,"Shadipur, Delhi - CPCB",17-07-2023 10:00:00,PM2.5,30,258,74,NA
493,India,Delhi,Delhi,"Sirifort, Delhi - CPCB",17-07-2023 10:00:00,PM2.5,23,70,40,NA
430,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",17-07-2023 10:00:00,NO2,NA,NA,NA,NA
435,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",17-07-2023 10:00:00,NO2,NA,NA,NA,NA
440,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",17-07-2023 10:00:00,NO2,NA,NA,NA,NA
445,India,Delhi,Delhi,"DTU, Delhi - CPCB",17-07-2023 10:00:00,NO2,16,35,20,NA
452,India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",17-07-2023 10:00:00,NO2,NA,NA,NA,NA
457,India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",17-07-2023 10:00:00,NO2,1,12,7,NA
464,India,Delhi,Delhi,"ITO, Delhi - CPCB",17-07-2023 10:00:00,NO2,29,70,45,NA
471,India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",17-07-2023 10:00:00,NO2,16,18,17,NA
476,India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",17-07-2023 10:00:00,NO2,8,15,13,NA
483,India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",17-07-2023 10:00:00,NO2,7,25,13,NA
488,India,Delhi,Delhi,"Shadipur, Delhi - CPCB",17-07-2023 10:00:00,NO2,20,78,40,NA
495,India,Delhi,Delhi,"Sirifort, Delhi - CPCB",17-07-2023 10:00:00,NO2,19,27,22,NA
446,India,Delhi,Delhi,"DTU, Delhi - CPCB",17-07-2023 10:00:00,NH3,13,16,15,NA
458,India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",17-07-2023 10:00:00,NH3,7,21,9,NA
465,India,Delhi,Delhi,"ITO, Delhi - CPCB",17-07-2023 10:00:00,NH3,9,15,10,NA
477,India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",17-07-2023 10:00:00,NH3,7,9,7,NA
489,India,Delhi,Delhi,"Shadipur, Delhi - CPCB",17-07-2023 10:00:00,NH3,5,14,8,NA
496,India,Delhi,Delhi,"Sirifort, Delhi - CPCB",17-07-2023 10:00:00,NH3,26,43,34,NA
447,India,Delhi,Delhi,"DTU, Delhi - CPCB",17-07-2023 10:00:00,SO2,2,2,2,NA
459,India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",17-07-2023 10:00:00,SO2,6,14,7,NA
466,India,Delhi,Delhi,"ITO, Delhi - CPCB",17-07-2023 10:00:00,SO2,9,19,13,NA
478,India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",17-07-2023 10:00:00,SO2,6,10,9,NA
490,India,Delhi,Delhi,"Shadipur, Delhi - CPCB",17-07-2023 10:00:00,SO2,3,11,7,NA
497,India,Delhi,Delhi,"Sirifort, Delhi - CPCB",17-07-2023 10:00:00,SO2,1,4,2,NA
431,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",17-07-2023 10:00:00,CO,NA,NA,NA,NA
436,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",17-07-2023 10:00:00,CO,NA,NA,NA,NA
441,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",17-07-2023 10:00:00,CO,NA,NA,NA,NA
448,India,Delhi,Delhi,"DTU, Delhi - CPCB",17-07-2023 10:00:00,CO,14,59,23,NA
453,India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",17-07-2023 10:00:00,CO,101,122,109,NA
460,India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",17-07-2023 10:00:00,CO,20,84,57,NA
467,India,Delhi,Delhi,"ITO, Delhi - CPCB",17-07-2023 10:00:00,CO,16,102,40,NA
472,India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",17-07-2023 10:00:00,CO,24,40,39,NA
479,India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",17-07-2023 10:00:00,CO,44,64,51,NA
484,India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",17-07-2023 10:00:00,CO,29,104,55,NA
491,India,Delhi,Delhi,"Shadipur, Delhi - CPCB",17-07-2023 10:00:00,CO,36,74,46,NA
498,India,Delhi,Delhi,"Sirifort, Delhi - CPCB",17-07-2023 10:00:00,CO,4,109,39,NA
432,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",17-07-2023 10:00:00,OZONE,NA,NA,NA,NA
437,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",17-07-2023 10:00:00,OZONE,NA,NA,NA,NA
442,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",17-07-2023 10:00:00,OZONE,NA,NA,NA,NA
449,India,Delhi,Delhi,"DTU, Delhi - CPCB",17-07-2023 10:00:00,OZONE,27,51,29,NA
454,India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",17-07-2023 10:00:00,OZONE,12,25,13,NA
461,India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",17-07-2023 10:00:00,OZONE,25,52,30,NA
468,India,Delhi,Delhi,"ITO, Delhi - CPCB",17-07-2023 10:00:00,OZONE,9,13,11,NA
473,India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",17-07-2023 10:00:00,OZONE,10,22,10,NA
480,India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",17-07-2023 10:00:00,OZONE,7,12,11,NA
485,India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",17-07-2023 10:00:00,OZONE,21,35,24,NA
492,India,Delhi,Delhi,"Shadipur, Delhi - CPCB",17-07-2023 10:00:00,OZONE,7,32,20,NA
499,India,Delhi,Delhi,"Sirifort, Delhi - CPCB",17-07-2023 10:00:00,OZONE,10,103,14,NA
2000,India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",17-07-2023 10:00:00,PM10,41,105,71,NA
2007,India,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB",17-07-2023 10:00:00,PM10,50,102,68,NA
2018,India,TamilNadu,Chennai,"Manali, Chennai - CPCB",17-07-2023 10:00:00,PM10,36,69,47,NA
2025,India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",17-07-2023 10:00:00,PM10,51,108,76,NA
2032,India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",17-07-2023 10:00:00,PM10,50,93,70,NA
2039,India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",17-07-2023 10:00:00,PM10,61,116,93,NA
1999,India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",17-07-2023 10:00:00,PM2.5,45,133,78,NA
2006,India,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB",17-07-2023 10:00:00,PM2.5,26,68,40,NA
2011,India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",17-07-2023 10:00:00,PM2.5,17,43,29,NA
2017,India,TamilNadu,Chennai,"Manali, Chennai - CPCB",17-07-2023 10:00:00,PM2.5,39,74,51,NA
2024,India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",17-07-2023 10:00:00,PM2.5,15,55,32,NA
2031,India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",17-07-2023 10:00:00,PM2.5,11,47,29,NA
2038,India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",17-07-2023 10:00:00,PM2.5,23,49,33,NA
2001,India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",17-07-2023 10:00:00,NO2,75,152,101,NA
2008,India,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB",17-07-2023 10:00:00,NO2,10,35,16,NA
2012,India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",17-07-2023 10:00:00,NO2,17,53,25,NA
2019,India,TamilNadu,Chennai,"Manali, Chennai - CPCB",17-07-2023 10:00:00,NO2,24,31,28,NA
2026,India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",17-07-2023 10:00:00,NO2,7,21,12,NA
2033,India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",17-07-2023 10:00:00,NO2,22,39,30,NA
2040,India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",17-07-2023 10:00:00,NO2,8,13,11,NA
2002,India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",17-07-2023 10:00:00,NH3,3,10,6,NA
2009,India,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB",17-07-2023 10:00:00,NH3,2,7,4,NA
2013,India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",17-07-2023 10:00:00,NH3,2,5,4,NA
2020,India,TamilNadu,Chennai,"Manali, Chennai - CPCB",17-07-2023 10:00:00,NH3,11,12,12,NA
2027,India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",17-07-2023 10:00:00,NH3,3,7,5,NA
2034,India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",17-07-2023 10:00:00,NH3,2,6,4,NA
2041,India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",17-07-2023 10:00:00,NH3,2,2,2,NA
2003,India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",17-07-2023 10:00:00,SO2,1,6,4,NA
2010,India,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB",17-07-2023 10:00:00,SO2,1,4,3,NA
2014,India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",17-07-2023 10:00:00,SO2,1,3,2,NA
2021,India,TamilNadu,Chennai,"Manali, Chennai - CPCB",17-07-2023 10:00:00,SO2,3,10,9,NA
2028,India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",17-07-2023 10:00:00,SO2,2,8,4,NA
2035,India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",17-07-2023 10:00:00,SO2,1,9,4,NA
2042,India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",17-07-2023 10:00:00,SO2,9,10,10,NA
2004,India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",17-07-2023 10:00:00,CO,26,112,81,NA
2015,India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",17-07-2023 10:00:00,CO,12,22,16,NA
2022,India,TamilNadu,Chennai,"Manali, Chennai - CPCB",17-07-2023 10:00:00,CO,61,119,108,NA
2029,India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",17-07-2023 10:00:00,CO,14,41,28,NA
2036,India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",17-07-2023 10:00:00,CO,22,55,36,NA
2043,India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",17-07-2023 10:00:00,CO,34,68,41,NA
2005,India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",17-07-2023 10:00:00,OZONE,34,43,39,NA
2016,India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",17-07-2023 10:00:00,OZONE,12,14,13,NA
2023,India,TamilNadu,Chennai,"Manali, Chennai - CPCB",17-07-2023 10:00:00,OZONE,29,61,37,NA
2030,India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",17-07-2023 10:00:00,OZONE,5,18,10,NA
2037,India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",17-07-2023 10:00:00,OZONE,11,17,14,NA
2044,India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",17-07-2023 10:00:00,OZONE,1,3,2,NA
1269,India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",17-07-2023 10:00:00,PM10,10,51,32,NA
1276,India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",17-07-2023 10:00:00,PM10,20,48,30,NA
1282,India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",17-07-2023 10:00:00,PM10,24,68,42,NA
1289,India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",17-07-2023 10:00:00,PM10,6,20,15,NA
1296,India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",17-07-2023 10:00:00,PM10,13,51,35,NA
1303,India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",17-07-2023 10:00:00,PM10,18,90,44,NA
1309,India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",17-07-2023 10:00:00,PM10,18,51,36,NA
1315,India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM",17-07-2023 10:00:00,PM10,14,69,42,NA
1321,India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",17-07-2023 10:00:00,PM10,16,109,47,NA
1328,India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",17-07-2023 10:00:00,PM10,17,49,35,NA
1335,India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB",17-07-2023 10:00:00,PM10,NA,NA,NA,NA
1341,India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM",17-07-2023 10:00:00,PM10,10,46,30,NA
1347,India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM",17-07-2023 10:00:00,PM10,13,37,25,NA
1353,India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB",17-07-2023 10:00:00,PM10,10,49,29,NA
1360,India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB",17-07-2023 10:00:00,PM10,12,49,30,NA
1367,India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",17-07-2023 10:00:00,PM10,500,500,500,NA
1372,India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",17-07-2023 10:00:00,PM10,13,55,36,NA
1379,India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB",17-07-2023 10:00:00,PM10,11,43,27,NA
1386,India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB",17-07-2023 10:00:00,PM10,21,77,45,NA
1392,India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB",17-07-2023 10:00:00,PM10,16,71,44,NA
1268,India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",17-07-2023 10:00:00,PM2.5,7,37,22,NA
1275,India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",17-07-2023 10:00:00,PM2.5,13,54,31,NA
1281,India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",17-07-2023 10:00:00,PM2.5,2,33,11,NA
1288,India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",17-07-2023 10:00:00,PM2.5,7,22,16,NA
1295,India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",17-07-2023 10:00:00,PM2.5,10,40,22,NA
1302,India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",17-07-2023 10:00:00,PM2.5,14,40,23,NA
1308,India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",17-07-2023 10:00:00,PM2.5,7,30,18,NA
1314,India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM",17-07-2023 10:00:00,PM2.5,15,75,45,NA
1320,India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",17-07-2023 10:00:00,PM2.5,5,50,22,NA
1327,India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",17-07-2023 10:00:00,PM2.5,12,40,21,NA
1334,India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB",17-07-2023 10:00:00,PM2.5,NA,NA,NA,NA
1346,India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM",17-07-2023 10:00:00,PM2.5,11,31,21,NA
1359,India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB",17-07-2023 10:00:00,PM2.5,12,34,21,NA
1366,India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",17-07-2023 10:00:00,PM2.5,500,500,500,NA
1371,India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",17-07-2023 10:00:00,PM2.5,10,30,19,NA
1378,India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB",17-07-2023 10:00:00,PM2.5,NA,NA,NA,NA
1385,India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB",17-07-2023 10:00:00,PM2.5,10,29,20,NA
1391,India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB",17-07-2023 10:00:00,PM2.5,8,42,23,NA
1270,India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",17-07-2023 10:00:00,NO2,4,29,13,NA
1277,India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",17-07-2023 10:00:00,NO2,20,46,40,NA
1283,India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",17-07-2023 10:00:00,NO2,3,21,9,NA
1290,India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",17-07-2023 10:00:00,NO2,9,15,11,NA
1297,India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",17-07-2023 10:00:00,NO2,10,61,28,NA
1304,India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",17-07-2023 10:00:00,NO2,2,19,9,NA
1310,India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",17-07-2023 10:00:00,NO2,78,118,103,NA
1316,India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM",17-07-2023 10:00:00,NO2,2,4,3,NA
1322,India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",17-07-2023 10:00:00,NO2,8,22,16,NA
1329,India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",17-07-2023 10:00:00,NO2,13,16,15,NA
1336,India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB",17-07-2023 10:00:00,NO2,NA,NA,NA,NA
1342,India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM",17-07-2023 10:00:00,NO2,2,3,2,NA
1348,India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM",17-07-2023 10:00:00,NO2,7,51,23,NA
1354,India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB",17-07-2023 10:00:00,NO2,24,27,25,NA
1361,India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB",17-07-2023 10:00:00,NO2,11,21,18,NA
1368,India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",17-07-2023 10:00:00,NO2,9,9,9,NA
1373,India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",17-07-2023 10:00:00,NO2,18,35,25,NA
1380,India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB",17-07-2023 10:00:00,NO2,26,29,27,NA
1387,India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB",17-07-2023 10:00:00,NO2,1,6,2,NA
1393,India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB",17-07-2023 10:00:00,NO2,1,12,6,NA
1271,India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",17-07-2023 10:00:00,NH3,NA,NA,NA,NA
1278,India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",17-07-2023 10:00:00,NH3,1,1,1,NA
1284,India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",17-07-2023 10:00:00,NH3,1,1,1,NA
1291,India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",17-07-2023 10:00:00,NH3,2,4,2,NA
1298,India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",17-07-2023 10:00:00,NH3,2,2,2,NA
1305,India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",17-07-2023 10:00:00,NH3,1,2,1,NA
1323,India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",17-07-2023 10:00:00,NH3,3,4,4,NA
1330,India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",17-07-2023 10:00:00,NH3,12,15,13,NA
1337,India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB",17-07-2023 10:00:00,NH3,NA,NA,NA,NA
